2016.11.18	인천전자랜드	L85-87	25'35"	25	4	7	0	0	0	2	1	0	2	4	
2016.11.13	서울SK	W90-92	35'35"	12	2	2	2	3	5	4	0	0	2	4	
2016.11.12	울산모비스	L82-83	34'46"	15	3	0	1	0	1	4	0	0	0	3	
2016.11.10	전주KCC	L89-72	33'7"	12	2	6	0	1	1	7	3	0	4	2	
2016.11.05	창원LG	L71-67	31'6"	1	0	1	1	1	2	2	1	0	0	2	
2016.11.03	안양KGC	L70-94	22'1"	2	0	0	1	5	6	1	0	0	2	1	
2016.11.01	인천전자랜드	L73-68	33'26"	15	2	7	3	1	4	4	3	0	2	4	
2016.10.29	서울삼성	W93-90	29'38"	13	2	5	1	0	1	9	3	0	1	3	
2016.10.27	고양오리온	L99-67	17'35"	0	0	0	0	1	1	3	0	0	1	2	
2016.10.23	원주동부	L91-85	24'51"	11	1	6	0	4	4	4	1	0	1	3	

평균	78.1	-	86.7	28'46"	10.6	1.6	3.4	0.9	1.6	2.5	4.0	1.2	0.0	1.5	2.8	
