2016.12.07	전주KCC	L77-61	23'57"	2	0	2	0	1	1	1	0	0	4	3
2016.12.04	원주동부	L72-64	15'24"	0	0	0	0	1	1	0	0	1	1	0
2016.12.02	울산모비스	W106-74	18'49"	6	0	0	2	2	4	0	1	0	0	4
2016.11.30	고양오리온	W88-81	29'12"	17	3	0	5	1	6	2	1	1	0	2
2016.11.26	서울삼성	L68-77	20'43"	4	0	0	0	2	2	1	1	2	0	2
2016.11.23	안양KGC	L70-91	15'44"	9	1	0	0	2	2	1	1	0	0	0
2016.11.18	부산KT	W85-87	26'36"	7	1	0	1	2	3	1	0	0	1	4
2016.11.13	창원LG	L75-72	20'15"	2	0	2	4	3	7	0	1	1	0	2
2016.11.12	전주KCC	W82-78	15'59"	9	1	2	0	2	2	0	0	0	0	1
2016.11.09	서울SK	W91-82	19'0"	2	0	0	0	2	2	1	0	0	0	1
2016.11.06	고양오리온	L82-80	12'19"	5	1	0	0	3	3	0	0	0	0	2
2016.11.04	서울삼성	L76-75	27'28"	14	1	3	1	4	5	0	1	2	4	4
2016.11.01	부산KT	W73-68	13'10"	0	0	0	2	3	5	0	0	0	0	1
2016.10.30	원주동부	W80-77	20'42"	3	1	0	1	0	1	2	1	0	0	2
2016.10.28	안양KGC	L87-86	12'31"	10	1	5	2	3	5	0	0	0	1	1
2016.10.22	울산모비스	W63-80	18'9"	5	1	0	0	4	4	3	0	0	2	2

평균	78.9 - 77.8	19'22"	5.9	0.7	0.9	1.1	2.2	3.3	0.8	0.4	0.4	0.8	1.9
