2016.12.07	전주KCC	L77-61	32'30"	6	2	0	2	3	5	5	3	0	2	2
2016.12.04	원주동부	L72-64	18'40"	4	0	2	1	2	3	3	0	0	2	1
2016.12.02	울산모비스	W106-74	20'55"	5	1	0	0	2	2	6	1	0	2	1
2016.11.30	고양오리온	W88-81	24'24"	6	0	2	1	1	2	2	1	0	1	0
2016.11.27	서울SK	W66-78	25'21"	6	0	2	0	7	7	6	2	0	2	2
2016.11.26	서울삼성	L68-77	21'31"	6	0	0	0	0	0	4	1	0	1	3
2016.11.23	안양KGC	L70-91	32'34"	9	0	3	0	1	1	5	2	0	2	3
2016.11.18	부산KT	W85-87	18'9"	4	0	0	0	0	0	5	1	0	2	2
2016.11.13	창원LG	L75-72	25'54"	4	0	4	2	2	4	9	2	0	3	1
2016.11.12	전주KCC	W82-78	33'48"	11	1	0	0	2	2	6	1	0	1	2
2016.11.09	서울SK	W91-82	27'2"	12	2	2	1	1	2	6	1	0	1	1
2016.11.06	고양오리온	L82-80	29'50"	8	0	0	0	3	3	5	2	0	1	2
2016.11.04	서울삼성	L76-75	18'47"	6	0	2	1	0	1	1	2	0	1	1
2016.11.01	부산KT	W73-68	34'32"	2	0	0	1	4	5	8	4	0	2	4
2016.10.30	원주동부	W80-77	31'37"	20	2	2	0	4	4	6	3	0	3	3
2016.10.28	안양KGC	L87-86	29'17"	4	0	0	1	1	2	9	0	1	0	4
2016.10.22	울산모비스	W63-80	29'41"	6	0	0	0	6	6	9	6	0	1	2

평균	78.9 - 77.1	26'44"	7.0	0.5	1.1	0.6	2.3	2.9	5.6	1.9	0.1	1.6	2.0
