2016.12.06	서울SK	W81-75	31'38"	4	0	2	1	2	3	5	1	1	1	4	
2016.12.04	창원LG	W82-77	15'23"	2	0	2	0	1	1	3	0	0	0	2	
2016.12.02	인천전자랜드	L106-74	27'36"	4	0	0	0	2	2	3	0	0	1	0	
2016.11.27	원주동부	L87-74	17'1"	0	0	0	1	0	1	1	1	0	1	1	
2016.11.25	안양KGC	L70-83	30'32"	10	2	0	1	1	2	0	0	1	4	4	
2016.11.22	부산KT	W55-95	14'29"	5	1	0	1	2	3	0	0	0	1	4	
2016.11.19	서울삼성	W87-83	27'36"	5	1	0	1	1	2	0	0	0	2	0	
2016.11.16	서울SK	L76-66	30'17"	2	0	0	1	1	2	2	1	0	2	4	
2016.11.12	부산KT	W82-83	32'51"	12	1	3	2	2	4	1	0	0	2	2	
2016.11.06	안양KGC	W86-75	35'19"	19	3	0	1	3	4	0	0	0	3	3	
2016.11.04	고양오리온	L83-71	42'42"	10	2	0	0	4	4	2	1	0	3	4	
2016.11.02	원주동부	W74-75	32'31"	11	3	0	0	3	3	5	1	1	4	1	
2016.10.29	창원LG	L85-74	34'8"	18	3	3	2	2	4	3	2	1	1	2	
2016.10.26	전주KCC	L71-73	34'20"	5	0	3	0	3	3	1	2	0	2	4	
2016.10.23	서울삼성	L88-73	34'35"	14	3	3	1	1	2	2	1	0	3	2	
2016.10.22	인천전자랜드	L63-80	13'15"	0	0	0	0	2	2	0	0	0	0	2	

평균	76.6	-	80.1	28'23"	7.6	1.2	1.0	0.8	1.9	2.6	1.8	0.6	0.3	1.9	2.4	
