2016.12.06	서울SK	W81-75	22'44"	17	0	5	0	4	4	1	2	2	1	4	
2016.12.04	창원LG	W82-77	35'32"	26	0	4	5	8	13	1	1	6	3	4	
2016.12.02	인천전자랜드	L106-74	36'2"	32	0	4	4	9	13	0	0	1	2	3	
2016.11.27	원주동부	L87-74	33'58"	24	0	2	3	5	8	2	0	1	0	4	
2016.11.25	안양KGC	L70-83	34'44"	22	1	1	8	6	14	5	1	3	4	3	
2016.11.22	부산KT	W55-95	29'29"	43	1	6	5	11	16	2	1	0	2	0	
2016.11.19	서울삼성	W87-83	35'24"	23	0	5	3	5	8	1	2	1	1	4	
2016.11.16	서울SK	L76-66	24'55"	22	1	5	2	5	7	0	1	3	1	3	
2016.11.12	부산KT	W82-83	30'45"	32	0	8	7	7	14	2	0	2	1	3	
2016.11.06	안양KGC	W86-75	27'24"	24	0	0	5	14	19	2	0	1	2	4	
2016.11.04	고양오리온	L83-71	32'50"	14	0	6	2	16	18	0	0	3	3	1	
2016.11.02	원주동부	W74-75	33'43"	6	0	0	5	10	15	1	1	1	2	5	
2016.10.29	창원LG	L85-74	35'13"	25	0	1	2	8	10	1	0	1	4	4	
2016.10.26	전주KCC	L71-73	24'12"	20	0	4	0	6	6	1	1	1	2	5	
2016.10.23	서울삼성	L88-73	32'42"	10	0	0	1	4	5	2	0	0	5	4	
2016.10.22	인천전자랜드	L63-80	14'15"	10	0	0	3	1	4	1	1	1	1	4	

평균	76.6	-	80.1	30'14"	21.9	0.2	3.2	3.4	7.4	10.9	1.4	0.7	1.7	2.1	3.4	
