2016.12.04	울산모비스	L82-77	20'40"	7	0	1	1	5	6	1	0	1	0	5
2016.12.03	서울SK	W89-85	23'21"	13	0	1	0	7	7	2	0	1	2	4
2016.11.30	안양KGC	L80-75	38'22"	24	0	2	2	9	11	1	3	3	2	2
2016.11.26	고양오리온	L89-91	27'34"	7	0	3	1	2	3	2	0	2	2	4
2016.11.24	전주KCC	W85-74	28'39"	9	0	1	2	6	8	4	0	2	1	3
2016.11.20	서울삼성	L103-93	11'20"	2	0	0	0	1	1	0	0	0	0	4
2016.11.18	원주동부	L60-71	32'54"	17	0	3	1	7	8	1	0	2	3	3
2016.11.16	안양KGC	L76-84	20'39"	6	0	0	2	3	5	1	0	1	2	3
2016.11.13	인천전자랜드	W75-72	16'21"	8	0	4	1	5	6	1	0	0	1	1
2016.11.11	서울삼성	L88-84	14'43"	2	0	0	2	3	5	0	0	1	1	3
2016.11.09	고양오리온	L84-83	14'43"	5	0	1	0	3	3	1	1	1	2	4

평균	80.5 - 83.1	22'40"	9.1	0.0	1.5	1.1	4.6	5.7	1.3	0.4	1.3	1.5	3.3
