2016.11.20	서울삼성	L103-93	5'52"	0	0	0	0	0	0	0	0	0	0	1
2016.11.18	원주동부	L60-71	12'57"	0	0	0	0	1	1	1	1	0	1	0
2016.11.16	안양KGC	L76-84	4'50"	0	0	0	0	0	0	0	0	0	0	0
2016.11.13	인천전자랜드	W75-72	2'43"	0	0	0	0	0	0	1	0	0	0	0
2016.11.11	서울삼성	L88-84	1'39"	0	0	0	0	0	0	0	0	0	0	0
2016.11.09	고양오리온	L84-83	3'36"	0	0	0	0	0	0	1	0	0	0	0
2016.10.30	서울SK	L100-82	11'52"	3	1	0	0	1	1	1	0	0	0	2
2016.10.29	울산모비스	W85-74	14'32"	4	0	0	1	0	1	0	0	0	1	2
2016.10.26	원주동부	L98-71	13'23"	5	1	0	0	0	0	0	0	0	1	0

평균	78.8 - 86.0	7'56"	1.3	0.2	0.0	0.1	0.2	0.3	0.4	0.1	0.0	0.3	0.6
