2016.12.04	울산모비스	L82-77	22'11"	27	5	4	1	1	2	2	0	0	0	4
2016.12.03	서울SK	W89-85	21'14"	14	2	0	0	2	2	0	2	0	2	1
2016.11.11	서울삼성	L88-84	3'23"	0	0	0	0	0	0	0	0	0	0	0
2016.11.09	고양오리온	L84-83	23'1"	23	1	4	1	5	6	2	1	0	3	1
2016.11.05	부산KT	W71-67	18'43"	7	1	0	1	3	4	0	2	0	2	3
2016.10.30	서울SK	L100-82	20'58"	19	1	4	1	3	4	4	0	0	0	3
2016.10.29	울산모비스	W85-74	21'7"	16	0	0	1	0	1	2	1	0	2	2
2016.10.26	원주동부	L98-71	20'0"	17	2	5	1	3	4	0	1	0	1	2
2016.10.23	전주KCC	W67-79	20'0"	9	1	0	0	4	4	2	0	2	2	1

평균	80.1 - 82.8	18'57"	14.7	1.4	1.9	0.7	2.3	3.0	1.3	0.8	0.2	1.3	1.9
