2016.12.07	안양KGC	L99-101	8'30"	3	1	0	0	1	1	0	0	0	0	0
2016.12.04	서울삼성	W100-85	10'40"	7	0	3	1	3	4	0	0	0	1	3
2016.12.02	부산KT	W79-84	26'24"	13	0	5	1	2	3	1	0	1	2	3
2016.11.30	인천전자랜드	L88-81	20'50"	13	2	3	1	5	6	0	3	1	2	2
2016.11.26	창원LG	W89-91	7'37"	2	0	0	2	1	3	0	2	0	0	0
2016.11.20	전주KCC	W72-83	15'8"	3	1	0	0	1	1	0	0	0	2	2
2016.11.19	서울SK	W95-86	7'42"	6	1	1	0	0	0	1	0	0	1	0
2016.11.15	원주동부	L96-95	16'38"	3	1	0	0	2	2	0	1	0	0	4
2016.11.12	안양KGC	W81-91	14'8"	3	1	0	1	1	2	1	0	1	1	3
2016.11.09	창원LG	W84-83	15'19"	2	0	0	1	3	4	0	0	0	0	3
2016.11.06	인천전자랜드	W82-80	11'20"	4	0	0	1	2	3	0	1	0	0	0
2016.11.04	울산모비스	W83-71	8'51"	2	0	2	0	0	0	1	0	0	0	2
2016.11.02	서울삼성	L107-104	3'21"	0	0	0	0	0	0	0	0	0	1	3
2016.10.29	서울SK	W83-88	14'17"	2	0	0	0	0	0	0	0	0	0	4
2016.10.27	부산KT	W99-67	17'0"	6	1	1	2	5	7	1	1	1	0	1
2016.10.22	전주KCC	W81-69	13'37"	0	0	0	0	1	1	0	1	0	0	2

평균	90.0 - 83.6	13'13"	4.3	0.5	0.9	0.6	1.7	2.3	0.3	0.6	0.3	0.6	2.0
