2016.12.07	안양KGC	L99-101	19'41"	12	2	2	2	2	4	5	0	0	0	2
2016.12.04	서울삼성	W100-85	15'40"	7	1	0	0	1	1	2	0	0	0	2
2016.12.02	부산KT	W79-84	36'38"	9	1	0	0	2	2	3	0	0	2	4
2016.11.30	인천전자랜드	L88-81	17'38"	0	0	0	0	2	2	4	1	0	1	2
2016.11.26	창원LG	W89-91	23'50"	13	3	0	1	1	2	1	0	0	0	1
2016.11.20	전주KCC	W72-83	19'24"	5	1	0	1	0	1	4	1	0	0	4
2016.11.19	서울SK	W95-86	18'55"	3	1	0	0	0	0	6	3	0	0	2
2016.11.15	원주동부	L96-95	8'55"	5	1	0	0	0	0	0	0	0	1	1
2016.11.09	창원LG	W84-83	16'2"	3	1	0	0	1	1	0	1	1	2	1
2016.11.06	인천전자랜드	W82-80	9'51"	0	0	0	1	1	2	0	0	0	0	0
2016.11.04	울산모비스	W83-71	15'53"	2	0	0	0	0	0	0	1	0	1	2
2016.11.02	서울삼성	L107-104	27'8"	2	0	0	0	2	2	2	1	0	1	4
2016.10.29	서울SK	W83-88	18'22"	5	1	0	1	4	5	1	0	0	0	2
2016.10.27	부산KT	W99-67	13'31"	0	0	0	0	0	0	2	0	0	2	3
2016.10.22	전주KCC	W81-69	13'40"	0	0	0	0	3	3	1	1	0	0	2

평균	89.9 - 83.7	18'21"	4.4	0.8	0.1	0.4	1.3	1.7	2.1	0.6	0.1	0.7	2.1
