2016.12.04	인천전자랜드	W72-64	23'43"	6	1	3	1	4	5	3	0	0	1	4	
2016.12.03	전주KCC	L81-86	27'56"	6	2	0	1	2	3	2	0	0	1	2	
2016.12.01	서울삼성	L92-69	17'0"	3	1	0	1	1	2	2	2	0	0	2	
2016.11.27	울산모비스	W87-74	7'30"	0	0	0	2	0	2	3	0	0	0	0	
2016.11.25	서울SK	L70-79	13'46"	0	0	0	0	0	0	1	0	0	1	3	
2016.11.20	부산KT	W66-83	13'48"	3	1	0	2	2	4	4	1	1	0	2	
2016.11.18	창원LG	W60-71	27'31"	3	1	0	0	2	2	3	1	0	1	2	
2016.11.15	고양오리온	W96-95	25'15"	9	2	3	2	1	3	1	0	0	0	4	
2016.11.13	서울삼성	W88-81	12'9"	3	0	1	0	2	2	3	0	0	1	1	
2016.11.11	서울SK	L94-93	3'31"	3	1	0	1	1	2	0	0	0	0	2	
2016.11.02	울산모비스	L74-75	5'7"	4	0	2	0	0	0	0	0	0	1	2	
2016.10.30	인천전자랜드	L80-77	7'11"	0	0	0	0	0	0	0	0	0	0	1	
2016.10.28	전주KCC	W84-94	5'26"	0	0	0	0	0	0	0	0	0	0	2	
2016.10.26	창원LG	W98-71	16'25"	3	1	0	0	0	0	1	0	0	1	4	
2016.10.23	부산KT	W91-85	6'17"	3	1	0	0	0	0	0	0	0	0	2	

평균	82.9	-	79.1	14'10"	3.1	0.7	0.6	0.7	1.0	1.7	1.5	0.3	0.1	0.5	2.2	
