2016.12.04	인천전자랜드	W72-64	31'39"	15	0	1	2	4	6	1	4	0	0	2
2016.12.03	전주KCC	L81-86	30'42"	19	1	6	4	5	9	4	1	1	3	4
2016.12.01	서울삼성	L92-69	27'51"	27	3	0	2	3	5	2	2	2	5	4
2016.11.27	울산모비스	W87-74	27'29"	32	1	3	0	6	6	3	0	0	1	2
2016.11.25	서울SK	L70-79	27'29"	18	0	4	1	4	5	0	0	0	5	1
2016.11.20	부산KT	W66-83	29'50"	21	0	5	5	3	8	4	0	0	2	2
2016.11.18	창원LG	W60-71	23'33"	10	1	3	5	6	11	2	1	1	3	0
2016.11.15	고양오리온	W96-95	37'19"	22	0	6	4	6	10	7	0	1	4	2
2016.11.13	서울삼성	W88-81	22'38"	14	0	2	1	4	5	2	0	0	0	4
2016.11.11	서울SK	L94-93	32'42"	16	1	1	2	4	6	5	0	0	1	3
2016.11.05	안양KGC	W88-73	27'31"	19	0	3	9	4	13	3	1	1	2	3
2016.11.02	울산모비스	L74-75	32'51"	20	2	2	5	10	15	2	1	1	1	0
2016.10.30	인천전자랜드	L80-77	34'47"	24	1	5	5	3	8	1	0	1	2	2
2016.10.28	전주KCC	W84-94	26'11"	19	0	5	5	7	12	2	0	0	4	0
2016.10.26	창원LG	W98-71	27'25"	18	0	6	1	4	5	2	1	1	1	3
2016.10.23	부산KT	W91-85	33'13"	29	1	6	6	1	7	4	1	2	3	2

평균	83.3 - 78.7	29'34"	20.2	0.7	3.6	3.6	4.6	8.2	2.8	0.8	0.7	2.3	2.1
