2016.12.02	고양오리온	L79-84	13'43"	0	0	0	0	1	1	0	0	0	2	2	
2016.11.29	서울SK	L77-58	6'35"	0	0	0	1	0	1	0	0	0	0	1	
2016.11.27	안양KGC	L96-71	14'24"	2	0	0	0	1	1	1	0	0	1	1	
2016.11.26	전주KCC	L107-85	24'15"	5	1	0	0	1	1	1	0	0	0	0	
2016.11.10	전주KCC	L89-72	7'8"	1	0	1	1	1	2	0	1	0	0	2	
2016.11.05	창원LG	L71-67	24'51"	13	3	0	0	2	2	1	1	0	1	3	
2016.11.03	안양KGC	L70-94	16'29"	8	1	1	1	2	3	1	1	0	1	3	
2016.11.01	인천전자랜드	L73-68	12'7"	3	1	0	0	0	0	0	1	0	0	1	
2016.10.29	서울삼성	W93-90	5'11"	3	1	0	0	0	0	0	0	0	0	1	
2016.10.27	고양오리온	L99-67	10'0"	2	0	0	0	1	1	0	0	0	0	0	
2016.10.23	원주동부	L91-85	28'47"	6	0	0	4	4	8	0	1	0	1	4	

평균	74.1	-	88.3	14'52"	3.9	0.6	0.2	0.6	1.2	1.8	0.4	0.5	0.0	0.5	1.6	
