2016.12.02	고양오리온	L79-84	6'55"	0	0	0	0	0	0	1	0	0	0	1	
2016.11.29	서울SK	L77-58	12'17"	3	1	0	0	0	0	0	0	0	1	2	
2016.11.27	안양KGC	L96-71	19'40"	3	1	0	1	2	3	1	1	0	0	3	
2016.11.26	전주KCC	L107-85	17'57"	4	0	2	0	0	0	0	3	0	0	1	
2016.11.22	울산모비스	L55-95	19'47"	10	1	1	0	0	0	0	1	0	1	1	
2016.11.20	원주동부	L66-83	27'50"	8	0	2	0	0	0	2	1	0	1	3	
2016.11.18	인천전자랜드	L85-87	10'50"	6	0	2	0	2	2	1	0	0	1	1	
2016.11.13	서울SK	W90-92	3'54"	0	0	0	0	0	0	0	0	0	0	1	
2016.11.12	울산모비스	L82-83	16'58"	2	0	0	1	0	1	0	1	0	0	2	
2016.11.10	전주KCC	L89-72	20'5"	9	2	1	0	2	2	0	0	0	1	1	
2016.11.03	안양KGC	L70-94	15'19"	8	2	0	0	3	3	0	0	0	0	0	
2016.11.01	인천전자랜드	L73-68	4'34"	0	0	0	0	0	0	0	0	0	0	2	
2016.10.29	서울삼성	W93-90	5'45"	0	0	0	0	0	0	1	0	0	0	0	
2016.10.27	고양오리온	L99-67	22'23"	6	2	0	0	1	1	3	0	0	0	2	

평균	74.5	-	89.1	14'35"	4.2	0.6	0.6	0.1	0.7	0.9	0.6	0.5	0.0	0.4	1.4	
